DipDirecti,Zone,Length,id,X,Y
,SouthWest,,101,316961.677,4380639.944
,SouthWest,,101,317024.249,4381109.237
,SouthWest,,101,317076.393,4381328.24
,SouthWest,,101,317128.537,4381432.527
,SouthWest,,101,317191.109,4381714.103
,SouthWest,,101,317253.681,4382183.395
,SouthWest,,101,317274.539,4382590.115
,SouthWest,,101,317274.539,4382756.975
,SouthWest,,101,317337.111,4383194.981
,SouthWest,,101,317368.397,4383507.843
,SouthWest,,101,317378.826,4383695.56
,SouthEast,,102,324845.79,4379054.779
,SouthEast,,102,324845.79,4379857.79
,SouthEast,,102,324751.932,4380264.51
,SouthEast,,102,324762.36,4380462.656
,SouthEast,,102,324772.789,4380963.235
,SouthEast,,102,324845.79,4381401.241
,SouthEast,,102,324887.505,4382047.822
,SouthEast,,102,324897.934,4382371.112
,SouthEast,,102,324897.934,4382631.83
,SouthEast,,102,324835.361,4383059.408
,SouthEast,,102,324804.075,4383309.697
,SouthEast,,102,324772.789,4383507.843
,SouthEast,,102,324751.932,4383716.417
,SouthEast,,102,324741.503,4383956.278
,SouthEast,,102,324741.503,4384237.853
,SouthEast,,102,324731.074,4384352.569
,MidMid,,103,320298.868,4382172.966
,MidMid,,103,320309.296,4382767.403
,MidMid,,103,320340.583,4382944.692
,MidMid,,103,320392.726,4383184.552
,MidMid,,103,320528.3,4383747.703
,MidMid,,103,320611.729,4384269.139
,MidMid,,103,320736.874,4384874.005
,MidMid,,103,320872.447,4385239.01
,MidMid,,103,321180.095,4385932.52
,MidMid,,103,321211.381,4386094.166
,MidMid,,103,321211.381,4386182.81
,MidMid,,103,321237.453,4386323.597
,SouthEast,,104,324282.639,4380582.586
,SouthEast,,104,324136.637,4381072.736
,SouthEast,,104,323969.778,4381875.748
,SouthEast,,104,323875.919,4382209.467
,SouthEast,,104,323782.061,4382418.041
,SouthEast,,104,323750.774,4382626.616
,SouthEast,,104,323719.488,4382835.19
,SouthEast,,104,323719.488,4383043.765
,SouthEast,,104,323719.488,4383273.196
,SouthEast,,104,323729.917,4383481.771
,SouthEast,,104,323761.203,4383857.205
,SouthEast,,104,323761.203,4383961.492
,SouthEast,,105,325033.507,4379790.004
,SouthEast,,105,324814.504,4380280.154
,SouthEast,,105,324647.644,4380905.877
,SouthEast,,105,324355.64,4381750.603
,SouthEast,,105,324188.781,4382230.324
,SouthEast,,105,324063.636,4382678.759
,SouthEast,,105,324001.064,4382960.335
,SouthEast,,105,323938.491,4383200.195
,SouthEast,,105,323938.491,4383450.485
,SouthEast,,105,323938.491,4383669.488
,SouthEast,,105,323938.491,4384003.207
,SouthEast,,105,323959.349,4384316.069
,SouthWest,,106,317889.833,4379988.149
,SouthWest,,106,318233.981,4380509.585
,SouthWest,,106,318421.698,4380801.59
,SouthWest,,106,318588.557,4381104.022
,SouthWest,,106,318849.276,4381542.029
,SouthWest,,106,319057.85,4381802.747
,SouthWest,,106,319141.28,4381907.034
,SouthWest,,106,319381.14,4382240.753
,SouthWest,,106,319516.714,4382480.614
,SouthWest,,106,319714.859,4382856.048
,SouthWest,,106,319996.435,4383304.483
,SouthWest,,106,320152.866,4383596.487
,SouthWest,,106,320288.439,4383982.35
,SouthWest,,106,320382.298,4384232.639
,NorthEast,,107,324355.64,4383085.479
,NorthEast,,107,324355.64,4384503.786
,NorthEast,,107,324428.641,4385369.369
,NorthEast,,107,324386.926,4386130.666
,NorthEast,,107,324324.354,4386672.96
,NorthEast,,107,324313.925,4387340.398
,NorthEast,,107,324397.355,4387778.404
,NorthEast,,107,324512.071,4388341.555
,NorthEast,,107,324678.931,4388842.134
,NorthEast,,107,324877.076,4389071.565
,NorthEast,,107,324981.363,4389196.71
West,MidEast,,108,322965.026,4382139.066
West,MidEast,,108,322965.026,4382902.093
West,MidEast,,108,323136.049,4383362.541
West,MidEast,,108,323267.605,4383730.899
West,MidEast,,108,323320.228,4384033.478
West,MidEast,,108,323517.563,4384454.459
West,MidEast,,108,323714.897,4384638.638
West,MidEast,,108,324175.345,4385046.463
West,MidEast,,108,324280.59,4385204.33
West,MidEast,,108,324359.524,4385388.509
East,NorthEast,,109,324398.99,4385612.155
East,NorthEast,,109,324398.99,4385796.334
East,NorthEast,,109,324320.057,4386072.602
East,NorthEast,,109,324162.189,4386309.404
East,NorthEast,,109,324030.633,4386585.672
East,NorthEast,,109,323964.854,4386967.186
East,NorthEast,,109,324017.477,4387322.388
East,NorthEast,,109,324030.633,4387664.435
East,NorthEast,,109,324135.878,4387914.392
East,NorthEast,,109,324227.967,4388177.505
East,NorthEast,,109,324267.434,4388295.906
West,NorthEast,,110,324464.769,4385704.245
West,NorthEast,,110,324609.481,4386283.093
West,NorthEast,,110,324793.66,4386717.229
West,NorthEast,,110,324977.839,4387151.365
West,NorthEast,,110,325306.73,4387677.591
West,NorthEast,,110,325451.442,4388085.415
West,NorthEast,,110,325675.088,4388532.707
West,NorthEast,,110,325872.422,4388901.065
West,NorthEast,,110,326030.29,4389164.178
West,NorthEast,,110,326122.379,4389295.734
West,SouthMid,,111,318813.004,4379130.921
West,SouthMid,,111,319760.21,4380078.127
West,SouthMid,,111,320049.634,4380393.862
West,SouthMid,,111,320470.614,4380722.753
West,SouthMid,,111,320799.505,4380933.243
West,SouthMid,,111,321352.042,4381446.313
West,SouthMid,,111,321549.377,4381683.115
West,SouthMid,,111,321707.245,4381919.916
West,SouthMid,,111,321799.334,4382143.562
West,MidWest,,112,319886.606,4381047.148
West,MidWest,,112,319873.45,4381547.062
West,MidWest,,112,319755.05,4382086.444
West,MidWest,,112,319465.626,4382678.447
West,MidWest,,112,318742.065,4383546.72
West,MidWest,,112,318492.108,4383849.299
West,MidWest,,112,318242.151,4384191.346
West,MidWest,,112,317992.194,4384441.303
West,MidWest,,112,317216.011,4385020.151
West,MidWest,,112,317044.988,4385164.863
West,MidWest,,112,316834.498,4385296.42
West,MidWest,,112,316545.074,4385467.443
West,MidMid,,113,319255.135,4383138.895
West,MidMid,,113,319439.314,4383599.342
West,MidMid,,113,319807.672,4384257.124
West,MidMid,,113,320136.563,4384730.727
West,MidMid,,113,320333.898,4384954.373
West,MidMid,,113,320478.61,4385151.708
West,MidMid,,113,320662.789,4385454.287
West,MidMid,,113,320820.656,4385638.466
West,MidMid,,113,321083.769,4386125.225
West,MidMid,,113,321189.014,4386296.248
West,MidMid,,113,321320.571,4386533.05
West,NorthMid,,114,318462.923,4384305.251
West,NorthMid,,114,318607.635,4384792.01
West,NorthMid,,114,318949.682,4385410.325
West,NorthMid,,114,319107.55,4385620.815
West,NorthMid,,114,319291.729,4385791.838
West,NorthMid,,114,319475.908,4385962.861
West,NorthMid,,114,319620.62,4386133.885
West,NorthMid,,114,319975.822,4386449.62
West,NorthMid,,114,320199.468,4386765.355
West,NorthMid,,114,320423.114,4387054.78
West,NorthMid,,114,320607.293,4387278.425
West,NorthMid,,114,320699.382,4387436.293
West,NorthMid,,114,320936.184,4387699.406
West,NorthMid,,114,321706.745,4388607.487
West,NorthMid,,114,321915.32,4388982.921
West,NorthMid,,114,322082.179,4389149.781
West,NorthWest,,115,320778.589,4389931.935
West,NorthWest,,115,320669.087,4389728.575
West,NorthWest,,115,320371.869,4389368.784
West,NorthWest,,115,320105.936,4388977.707
West,NorthWest,,115,319584.026,4388295.906
West,NorthWest,,115,318636.82,4387138.209
West,NorthWest,,115,318150.062,4386611.984
West,NorthWest,,115,317755.392,4386138.381
West,NorthWest,,115,317439.657,4385888.424
West,NorthWest,,115,317176.544,4385677.933
West,NorthWest,,115,316887.12,4385520.066
West,NorthWest,,115,316545.074,4385270.108
West,NorthWest,,115,315976.163,4384926.149
West,NorthWest,,115,315428.655,4384597.644
West,NorthWest,,115,315100.15,4384331.712
West,NorthWest,,115,314724.716,4384065.779
West,NorthWest,,115,314599.572,4383971.921
East,MidMid,,116,320269.286,4381446.313
East,MidMid,,116,320321.909,4382077.784
East,MidMid,,116,320361.376,4382801.344
East,MidMid,,116,320453.465,4383367.037
East,MidMid,,116,320716.578,4384327.398
East,MidMid,,116,321058.624,4385011.492
East,MidMid,,116,321242.803,4385577.184
East,MidMid,,116,321598.006,4386234.966
East,MidMid,,116,321650.628,4386353.367
West,NorthEast,,117,321649.462,4385099.085
West,NorthEast,,117,321899.419,4385691.089
West,NorthEast,,117,322175.687,4386440.96
West,NorthEast,,117,322438.8,4386888.252
West,NorthEast,,117,322780.847,4387309.233
West,NorthEast,,117,323043.96,4387651.279
West,NorthEast,,117,323346.539,4388006.481
West,NorthEast,,117,323662.275,4388493.24
West,NorthEast,,117,323938.543,4389111.555
West,NorthEast,,117,324175.345,4389756.182
West,NorthEast,,117,324464.769,4390729.699
West,NorthEast,,117,324622.636,4391242.769
West,NorthEast,,117,324714.726,4391492.726
East,SouthEast,,118,324859.438,4379027.757
East,SouthEast,,118,323885.921,4379356.648
East,SouthEast,,118,323030.804,4379882.874
East,SouthEast,,118,322425.645,4380238.076
East,SouthEast,,118,321136.392,4380948.481
East,SouthEast,,118,320649.633,4381303.683
East,SouthEast,,118,320202.341,4381540.485
East,SouthEast,,118,320070.785,4381658.885
East,MidEast,,119,323491.251,4380303.855
East,MidEast,,119,323925.387,4381382.617
East,MidEast,,119,324227.967,4382171.955
East,MidEast,,119,324464.769,4382816.582
East,MidEast,,119,324648.948,4383329.652
East,MidEast,,119,324898.905,4384000.589
East,MidEast,,119,325069.928,4384474.192
East,MidEast,,119,325148.862,4384829.395
East,MidEast,,119,325188.329,4385145.13
East,MidEast,,119,325293.574,4385460.865
East,MidEast,,119,325385.663,4385855.534
East,MidEast,,119,325556.687,4386342.293
East,MidEast,,119,325714.554,4386579.095
East,MidEast,,119,325793.488,4386710.651
East,MidEast,,119,325898.733,4386815.896
East,MidEast,,119,326337.097,4387210.039
East,MidEast,,119,326545.672,4387502.043
East,MidEast,,119,326879.391,4387919.192
East,MidEast,,119,327004.535,4388252.911
East,MidEast,,119,327087.965,4388607.487
West,NorthEast,,120,324042.779,4388357.198
West,NorthEast,,120,324021.921,4388252.911
West,NorthEast,,120,323834.204,4387877.477
West,NorthEast,,120,323729.917,4387606.33
West,NorthEast,,120,323596.496,4387000.075
West,NorthEast,,120,323609.652,4386565.939
West,NorthEast,,120,323662.275,4386079.18
West,NorthEast,,120,323754.364,4385434.554
West,NorthEast,,120,323741.208,4385039.885
West,NorthEast,,120,323649.119,4384763.616
West,NorthEast,,120,323491.251,4384487.348
West,MidMid,,121,321399.505,4381645.73
West,MidMid,,121,321517.905,4381790.442
West,MidMid,,121,321794.174,4382264.045
West,MidMid,,121,322083.598,4382711.337
West,MidMid,,121,322412.489,4383277.029
West,MidMid,,121,322557.201,4383895.344
West,MidMid,,121,322688.757,4384342.636
West,MidMid,,121,322780.847,4384789.928
West,MidMid,,121,322912.403,4385750.289
West,MidMid,,121,322912.403,4386579.095
West,MidMid,,121,322912.403,4386789.585
West,MidMid,,121,323166.766,4387460.328
West,MidMid,,121,323375.34,4387731.475
West,MidMid,,121,323646.487,4388127.766
West,MidMid,,121,323729.917,4388273.768
West,MidMid,,121,323750.774,4388336.341
East,SouthMid,,122,319518.248,4378304.197
East,SouthMid,,122,320162.875,4378817.267
East,SouthMid,,122,320439.143,4379185.625
East,SouthMid,,122,320846.968,4379488.205
East,SouthMid,,122,321162.703,4379869.718
East,SouthMid,,122,321491.594,4380119.676
East,SouthMid,,122,321781.018,4380382.788
East,SouthMid,,122,321886.263,4380501.189
East,SouthWest,,123,317308.101,4379185.625
East,SouthWest,,123,317294.945,4379488.205
East,SouthWest,,123,317321.256,4379738.162
East,SouthWest,,123,317387.035,4380080.209
East,SouthWest,,123,317492.28,4380356.477
East,SouthWest,,123,317558.058,4380474.878
East,SouthWest,,123,317676.459,4380606.434
East,SouthWest,,123,317689.614,4380895.858
East,SouthWest,,123,317729.081,4381264.216
East,SouthWest,,123,317755.392,4381698.352
East,SouthWest,,123,317808.015,4382000.932
East,SouthWest,,123,317860.638,4382514.002
East,SouthWest,,123,317873.793,4382948.138
East,SouthWest,,123,317873.793,4383237.562
East,SouthWest,,123,317794.859,4384092.679
East,SouthWest,,123,317794.859,4384368.947
East,SouthWest,,123,317768.548,4384447.881
East,SouthWest,,123,317768.548,4384526.815
East,NorthMid,,124,320899.59,4386026.558
East,NorthMid,,124,320728.567,4386434.383
East,NorthMid,,124,320794.345,4386986.919
East,NorthMid,,124,320899.59,4387526.301
East,NorthMid,,124,321189.014,4388289.328
East,NorthMid,,124,321386.349,4388670.841
East,NorthWest,,125,319949.506,4390416.87
East,NorthWest,,125,319683.573,4390166.581
East,NorthWest,,125,319433.284,4389994.507
East,NorthWest,,125,319120.422,4389697.289
East,NorthWest,,125,318885.776,4389384.427
East,NorthWest,,125,318463.413,4388962.064
East,NorthWest,,125,318018.505,4388512.974
East,NorthWest,,125,317334.412,4387947.281
East,NorthWest,,125,316939.743,4387421.056
East,NorthWest,,125,316702.941,4387105.32
East,NorthWest,,125,316176.716,4386592.25
East,NorthWest,,125,315939.914,4386276.515
East,NorthWest,,125,315874.136,4386184.425
East,NorthWest,,125,315506.87,4385645.731
East,NorthWest,,125,315162.723,4385285.94
East,NorthWest,,125,314849.861,4385004.364
East,NorthWest,,125,314521.356,4384582.001
East,NorthWest,,125,314224.138,4384316.069
,MidEast,,126,325848.685,4384703.669
,MidEast,,126,324444.284,4384814.909
,MidEast,,126,323804.656,4384856.624
,MidEast,,126,323262.363,4384981.769
,MidEast,,126,322845.214,4385134.723
,MidEast,,126,322219.491,4385273.773
,MidEast,,126,322024.821,4385343.298
,NorthMid,,127,321955.296,4384230.901
,NorthMid,,127,321357.383,4384661.954
,NorthMid,,127,321009.759,4384995.674
,NorthMid,,127,320731.66,4385287.678
,NorthMid,,127,320300.606,4385704.827
,NorthMid,,127,320092.031,4385982.926
,NorthMid,,127,319911.267,4386302.74
,NorthMid,,127,319841.742,4386372.265
,MidEast,,128,327506.197,4387322.529
,MidEast,,128,326997.986,4385151.082
,MidEast,,128,326535.976,4383048.936
,MidEast,,128,326120.167,4381778.408
,MidEast,,128,325866.061,4380715.785
,NorthWest,,129,320298.84,4390787.604
,NorthWest,,129,319559.624,4389447.775
,NorthWest,,129,318982.112,4388662.358
,NorthWest,,129,318173.594,4387622.835
,NorthWest,,129,317226.474,4386629.514
,NorthWest,,129,316371.755,4385543.79
,NorthWest,,129,315932.846,4384896.976
,NorthWest,,129,315678.74,4384550.469
,SouthEast,,130,324641.735,4378451.936
,SouthEast,,130,325450.252,4380161.373
,SouthEast,,130,326073.966,4381362.599
,SouthEast,,130,326374.272,4382425.222
,SouthEast,,130,326489.775,4383834.353
,SouthEast,,130,326489.775,4384042.258
,SouthEast,,130,326559.076,4384411.866
,SouthWest,,131,317087.871,4378960.147
,SouthWest,,131,317665.383,4380507.881
,SouthWest,,131,318289.097,4382171.117
,SouthWest,,131,318520.102,4382817.931
,SouthWest,,131,318635.604,4383349.243
,SouthWest,,131,319028.313,4383926.755
,SouthWest,,131,319259.318,4384434.966
,SouthWest,,131,319559.624,4384943.177
,SouthWest,,131,319721.328,4385289.685
,SouthWest,,131,320137.137,4385959.599
