id,DipDirecti,X,Y
16,West,325416.473,4390985.919
16,West,325352.473,4391139.521
16,West,325339.672,4391280.323
16,West,325339.672,4391331.523
18,East,325595.676,4385277.041
18,East,325877.28,4385507.444
18,East,326222.884,4385661.046
18,East,326440.487,4385776.248
18,East,326606.89,4385955.45
18,East,327528.502,4386493.058
18,East,327899.707,4386761.861
18,East,328117.31,4386902.663
3,East,326619.69,4386057.852
3,East,326734.891,4386787.462
3,East,326811.692,4386979.464
3,East,326811.692,4387235.468
3,East,326875.693,4387504.271
3,East,326990.895,4388067.479
3,East,327195.698,4389027.492
3,East,327259.698,4389219.495
4,West,328206.911,4387017.865
4,West,327554.102,4387465.871
4,West,327362.1,4387529.872
4,West,326978.095,4387517.071
4,West,326837.293,4387581.072
4,West,326658.09,4387785.875
4,West,326350.886,4387811.475
4,West,325992.481,4387990.678
4,West,325800.479,4388131.48
4,West,325365.273,4388169.88
4,West,325147.67,4388310.682
4,West,324917.267,4388451.484
4,West,324776.465,4388528.285
5,West,320603.608,4386749.061
5,West,320821.211,4387440.27
5,West,321115.615,4387965.078
5,West,321435.619,4388387.483
5,West,321704.423,4388886.69
5,West,322126.829,4389718.701
5,West,322395.632,4390307.509
5,West,322549.235,4390870.717
5,West,322562.035,4391024.319
5,West,322600.435,4391293.123
6,West,320283.604,4386403.456
6,West,320603.608,4386249.854
6,West,321077.215,4386288.255
6,West,321346.018,4386301.055
6,West,321390.819,4386352.256
6,West,321435.619,4386384.256
6,West,321474.02,4386429.057
6,West,321627.622,4386800.262
6,West,321704.423,4387401.87
6,West,321691.623,4387453.071
7,West,321474.02,4387542.672
7,West,322037.228,4387517.071
7,West,322126.829,4387581.072
7,West,322165.229,4387657.873
7,West,322242.03,4387747.475
7,West,322408.433,4387862.676
8,East,322459.633,4387312.269
8,East,321550.821,4388387.483
10,East,326274.085,4385789.048
10,East,325826.079,4386083.452
10,East,325723.678,4386147.453
10,East,325621.276,4386313.855
10,East,325518.875,4386429.057
10,East,325211.671,4386697.86
10,East,325122.069,4386736.261
10,East,325019.668,4387056.265
10,East,324520.461,4387337.869
27,West,325685.277,4385353.842
27,West,325557.275,4385584.245
27,West,325518.875,4385814.648
27,West,325326.872,4385993.851
27,West,324776.465,4386416.257
27,West,324597.262,4386582.659
27,West,324507.661,4386774.661
27,West,324430.86,4386813.062
27,West,324302.858,4386889.863
27,West,324098.056,4387005.065
